APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
165-060-40,154000,1499,3,2,21,1,0,7,11,2001
165-360-17,88000,874,2,1,24,1,0,7,5,2001
167-092-07,87500,1090,2,1,60,1,0,7,4,2001
167-220-06,121000,980,3,2,0,1,1,7,20,2001
169-211-09,100000,1261,4,2,55,1,0,7,6,2001
171-152-27,165000,1400,4,2,0,1,0,7,25,2001
173-360-08,142000,1379,3,2,14,1,0,7,25,2001
175-113-22,149900,1500,2,1.5,47,1,0,7,6,2001
177-222-19,115000,1097,3,2,27,1,0,7,15,2001
179-000-00,152000,1000,3,2,3,1,0,7,17,2001
179-320-06,144000,1002,2,1,7,1,0,7,1,2001
179-380-36,163000,1041,3,2,2,1,0,7,10,2001
179-390-55,165000,1041,3,2,1,1,0,7,5,2001
159-370-21,147500,1251,4,2,20,1,1,7,31,2001
167-041-04,117000,1050,3,1,52,1,1,7,7,2001
000-111-22,350000,3000,4,3,0,2,0,8,24,2001
068-030-33,213000,1428,3,2,7,1,0,8,6,2001
068-040-13,259500,1885,4,2,8,1,0,8,13,2001
068-040-39,192000,1428,3,2,9,1,0,8,10,2001
068-210-50,288000,2709,6,3,3,2,1,8,17,2001
068-230-37,220000,1883,3,2.5,2,2,0,8,14,2001
068-240-28,202000,1422,3,2,2,1,0,8,21,2001
070-170-26,274500,2683,5,3,7,2,0,8,28,2001
070-270-28,392000,2697,4,3,2,2,0,8,20,2001
070-280-11,196000,1400,3,2,2,1,0,8,20,2001
070-280-53,199500,1422,3,2,2,1,0,8,18,2001
070-300-59,257500,1912,3,2,0,1,1,8,30,2001
071-240-16,165000,1222,3,2,17,1,0,8,8,2001
072-050-53,255500,2226,3,2.5,23,2,0,8,30,2001
072-060-31,180000,1600,3,2,23,1,0,8,29,2001
072-070-19,219950,1914,4,2,23,1,0,8,23,2001
072-180-22,233000,2304,4,3,21,2,0,8,31,2001
072-270-08,180000,1728,3,2,17,1,0,8,28,2001
072-310-11,179000,1673,3,2,24,1,0,8,29,2001
072-310-40,194900,1643,3,2,23,1,0,8,5,2001
072-330-29,209000,1642,3,2,23,1,0,8,29,2001
075-070-18,190500,1638,3,2,35,1,0,8,10,2001
075-280-04,174950,1457,3,2,28,1,0,8,10,2001
077-190-42,250000,2274,4,3,44,1,0,8,10,2001
078-030-42,239000,2188,4,2.5,13,2,0,8,2,2001
078-090-49,235000,1867,4,2,14,1,0,8,22,2001
078-120-22,196000,1501,3,2,14,1,0,8,1,2001
078-160-11,174000,1510,3,2,19,1,1,8,9,2001
078-170-31,201950,1503,3,2,16,1,0,8,2,2001
078-400-46,192500,1712,3,2,15,1,0,8,7,2001
079-054-07,112000,1232,2,1,37,1,1,8,30,2001
079-264-07,170840,1963,3,3,35,1,1,8,10,2001
079-322-11,125000,1125,3,2,46,1,0,8,16,2001
079-323-05,132000,1154,3,2,46,1,0,8,14,2001
079-380-02,189000,1583,3,2,30,1,0,8,16,2001
079-390-34,166100,1700,3,2,29,1,0,8,10,2001
080-220-50,197000,1852,3,2,21,1,1,8,22,2001
081-040-13,168000,1441,3,2,36,1,1,8,26,2001
081-040-18,154950,1508,3,2,35,1,0,8,6,2001
081-380-10,169000,1427,4,2,45,1,0,8,14,2001
082-200-10,185000,1561,3,2,25,1,1,8,15,2001
082-280-22,202000,1908,4,2,25,1,0,8,8,2001
082-290-24,161900,1687,3,2,25,1,1,8,25,2001
082-350-60,197000,1552,3,2,23,1,0,8,13,2001
085-090-05,225000,2012,4,3,29,1,0,8,13,2001
085-101-06,175000,1900,3,2,54,1,0,8,7,2001
085-130-15,315000,2513,3,2,45,1,0,8,3,2001
085-160-03,216000,1291,3,2,48,1,0,8,11,2001
086-400-15,365000,3103,4,3,78,2,0,8,21,2001
086-530-01,346000,1972,5,1,96,2,0,8,20,2001
088-030-27,132500,1420,3,2,21,1,1,8,3,2001
088-170-13,211900,1925,4,2.5,25,2,1,8,22,2001
088-260-14,148000,1110,3,2,18,1,0,8,1,2001
088-270-38,145000,1134,3,2,18,1,1,8,3,2001
088-290-23,150000,1465,2,2,18,1,1,8,14,2001
088-300-23,110000,1001,2,2,17,1,0,8,31,2001
088-310-11,238000,2678,5,3,11,2,0,8,22,2001
088-330-41,168000,1563,3,2,11,1,1,8,15,2001
090-030-65,149500,1242,4,2,23,1,1,8,13,2001
090-052-11,142000,1389,3,2,26,1,0,8,9,2001
090-060-05,157000,1145,3,2,26,1,0,8,3,2001
090-150-53,133500,1000,3,2,21,1,1,8,14,2001
090-210-41,162500,1301,4,2,22,1,1,8,27,2001
090-310-64,115000,900,3,2,19,1,0,8,23,2001
090-380-16,134500,1163,3,2,16,1,0,8,15,2001
090-520-05,192555,1645,4,2.5,11,2,0,8,6,2001
090-520-07,167000,1227,3,2,11,1,0,8,14,2001
090-520-56,165500,1227,3,2,10,1,0,8,25,2001
091-420-27,220000,1925,4,2,14,1,0,8,1,2001
092-240-36,163000,1384,3,2,6,1,0,8,11,2001
092-270-27,190200,1350,3,2,3,1,0,8,29,2001
092-340-11,235000,2213,4,3,1,2,0,8,17,2001
092-340-21,251000,2173,5,3,1,2,0,8,20,2001
094-310-52,165000,1680,4,2,11,1,1,8,2,2001
096-160-16,157000,1095,3,2,10,1,0,8,29,2001
096-200-07,200000,2002,3,2.5,11,2,0,8,20,2001
096-200-43,220000,1690,4,2.5,6,2,0,8,13,2001
096-200-48,175000,1205,3,2,8,1,0,8,2,2001
096-220-33,170000,1357,3,2,7,1,0,8,30,2001
096-290-22,205000,1776,3,2.5,3,2,0,8,6,2001
097-053-01,248000,1904,4,3,40,1,0,8,13,2001
097-083-18,139950,1134,3,1,46,1,1,8,21,2001
097-202-40,147550,1380,3,1,48,1,1,8,22,2001
097-350-42,179950,1558,2,2,50,1,0,8,4,2001
098-350-56,270000,2072,4,2,31,1,1,8,20,2001
100-300-06,300000,2418,3,2.5,22,2,0,8,10,2001
101-080-18,134000,1008,3,1,46,1,0,8,20,2001
102-110-33,172000,1502,3,2,42,1,1,8,19,2001
102-331-09,153000,1063,3,1,45,1,1,8,30,2001
104-210-05,134600,1485,3,2,23,1,0,8,1,2001
108-100-08,176000,1782,3,2,47,1,0,8,27,2001
108-100-25,179950,1431,2,2,48,1,1,8,28,2001
108-250-32,356500,3225,4,4,24,2,0,8,14,2001
108-250-34,335000,2185,3,2.5,23,1,0,8,7,2001
109-201-15,153000,1390,3,2,49,1,0,8,1,2001
109-350-01,129000,1096,3,1,50,1,0,8,29,2001
110-050-54,189200,1464,3,2,21,1,0,8,3,2001
110-400-22,225000,1800,4,2.5,14,2,0,8,30,2001
111-044-06,172500,1463,3,1,49,1,0,8,16,2001
111-310-03,134000,1153,3,2,38,1,0,8,17,2001
111-331-07,149950,975,3,1,52,1,0,8,24,2001
111-351-18,179500,1527,4,2,59,1,1,8,13,2001
111-371-06,160000,1102,2,1,42,1,0,8,22,2001
112-160-59,190000,1492,3,2,23,1,0,8,14,2001
113-180-14,192000,1105,2,1,60,1,0,8,1,2001
113-201-01,239950,2018,4,2.5,63,2,1,8,1,2001
115-112-23,132950,1014,3,1,50,1,1,8,1,2001
115-124-02,159950,1328,3,2,52,1,1,8,17,2001
115-154-10,149950,1410,3,2,33,1,0,8,25,2001
115-320-22,132500,1013,2,1,58,1,0,8,9,2001
115-340-04,139500,1120,3,2,17,1,0,8,1,2001
116-060-59,298500,2004,4,2,7,1,0,8,28,2001
116-100-32,195000,1217,3,2.5,5,1,0,8,17,2001
116-320-09,350000,2325,4,3,7,2,0,8,2,2001
116-360-29,370000,2989,5,3,1,2,0,8,17,2001
117-110-02,118000,1120,3,1,53,1,1,8,12,2001
117-120-30,114000,949,2,1,55,1,1,8,15,2001
117-370-26,179000,1355,3,2,7,1,0,8,7,2001
118-090-47,368000,2242,3,3,7,2,0,8,31,2001
118-340-03,285000,2010,4,2,20,1,1,8,18,2001
119-190-55,134000,1200,3,2,10,1,0,8,14,2001
123-080-01,100000,867,2,1,53,1,0,8,25,2001
123-080-10,128000,908,2,1,53,1,0,8,4,2001
123-154-25,135000,1028,2,1,52,1,1,8,19,2001
123-161-01,129950,1089,2,1,53,1,1,8,2,2001
125-150-05,129950,1081,2,1,59,1,1,8,16,2001
125-210-25,85000,1099,3,1,69,1,0,8,4,2001
127-060-11,245000,2220,4,2,89,1,0,8,25,2001
127-070-12,130000,2600,4,1.5,96,2,0,8,30,2001
133-240-27,123000,1064,3,1,46,1,1,8,7,2001
135-041-31,107000,906,2,1,75,1,0,8,31,2001
135-060-20,184000,1791,3,1.5,79,2,0,8,24,2001
135-200-05,182000,1581,3,1.5,81,1,0,8,22,2001
135-322-04,182000,1149,2,1,49,1,0,8,20,2001
135-370-29,138500,1280,2,1,63,1,1,8,28,2001
135-392-11,185000,2144,4,1.5,84,1,0,8,5,2001
137-041-01,185000,1436,2,2,44,1,0,8,28,2001
141-205-05,113000,986,2,1,61,1,0,8,1,2001
141-213-12,95000,1488,3,1,45,1,0,8,13,2001
141-235-08,117000,976,2,1,52,1,0,8,22,2001
143-420-17,70000,836,2,1,55,1,0,8,27,2001
149-085-05,90000,1068,3,1,91,1,1,8,6,2001
151-033-03,70000,1395,3,1,86,2,1,8,15,2001
151-073-12,66000,1305,2,1.5,59,1,0,8,8,2001
153-220-35,104950,896,3,1,44,1,0,8,2,2001
155-454-15,95000,868,2,1,75,1,1,8,6,2001
157-200-19,128500,1200,4,2,31,1,1,8,23,2001
157-292-20,126500,1008,3,1,25,1,0,8,24,2001
157-300-21,85000,1191,2,1,55,1,0,8,3,2001
159-290-41,171650,1891,4,2,16,1,0,8,30,2001
159-380-43,110000,1059,3,1.5,20,1,0,8,19,2001
161-390-15,205000,1100,3,2,7,1,0,8,8,2001
161-390-74,217000,1425,3,2,3,1,0,8,6,2001
161-402-38,246500,1950,4,3,3,2,0,8,15,2001
161-420-48,243000,1726,4,3,6,2,0,8,25,2001
161-550-02,220000,1781,3,3,4,2,0,8,8,2001
161-550-07,204900,1388,3,2,4,1,0,8,27,2001
161-550-09,199800,1492,3,2.5,4,2,0,8,5,2001
161-560-25,240000,2147,3,2.5,2,2,0,8,24,2001
161-600-27,265950,1781,4,2.5,3,2,0,8,17,2001
161-650-15,262500,2400,4,2.5,1,2,0,8,13,2001
161-670-25,219000,1649,4,2,2,1,1,8,20,2001
163-460-12,163000,1182,3,2,10,1,0,8,13,2001
163-460-36,157000,1310,3,2,10,1,0,8,8,2001
163-492-23,188000,1400,3,2,7,1,0,8,6,2001
163-530-46,200000,1357,4,2,5,1,0,8,8,2001
163-570-35,189000,1556,3,2.5,9,2,0,8,15,2001
163-620-04,159000,892,2,2,8,1,0,8,31,2001
163-620-06,170000,1284,3,2,8,1,0,8,11,2001
163-650-34,130000,892,2,2,7,1,1,8,16,2001
165-153-17,95000,929,2,1,73,1,0,8,17,2001
167-183-07,65000,754,2,1,81,1,0,8,2,2001
168-000-00,260000,2100,4,3,0,2,0,8,2,2001
169-212-23,57450,1036,3,1,53,1,0,8,31,2001
171-133-08,82600,1032,3,1,42,1,0,8,24,2001
171-260-14,123000,1080,3,1.5,29,1,0,8,16,2001
171-272-07,122950,1248,3,2,44,1,0,8,14,2001
171-280-12,117000,1345,3,1.5,31,1,1,8,25,2001
171-310-09,114000,1000,3,2,29,1,0,8,18,2001
171-340-20,140000,1122,3,2,9,1,0,8,29,2001
173-182-10,116000,1200,3,1,56,1,0,8,2,2001
173-370-23,135000,1379,3,2,13,1,1,8,7,2001
177-154-08,135000,1040,3,2,15,1,0,8,10,2001
179-330-18,169500,1440,4,2,7,1,1,8,6,2001
179-370-25,190000,1642,3,2,2,1,1,8,8,2001
179-380-44,161000,1000,3,2,2,1,0,8,24,2001
183-320-44,302000,1900,3,2.5,0,1,1,8,27,2001
185-020-29,465000,3165,3,3.5,11,1,0,8,14,2001
205-150-20,154900,1718,3,2,43,1,1,8,7,2001
111-351-02,145950,905,2,1,35,1,1,8,10,2001
127-212-06,89900,908,2,1,76,1,1,8,28,2001
165-306-24,103900,720,2,1,36,1,1,8,8,2001
068-210-34,226950,1715,3,2,2,1,0,9,29,2001
068-290-23,194000,1425,3,2,1,1,0,9,29,2001
068-340-07,340000,2670,4,3,0,1,0,9,26,2001
070-020-01,233000,1899,4,2,6,1,0,9,30,2001
070-180-12,190000,1386,3,2,9,1,0,9,27,2001
070-230-09,189950,1422,3,2,4,1,0,9,5,2001
070-240-15,232500,1824,3,2,4,1,0,9,14,2001
070-280-01,241000,2003,4,2.5,2,2,0,9,5,2001
071-240-29,282500,1672,2,2,18,1,0,9,1,2001
071-310-02,255000,1914,3,2.5,12,2,0,9,4,2001
072-050-49,175000,1655,3,2,22,1,0,9,11,2001
072-220-34,166000,1440,3,2,24,1,0,9,18,2001
072-290-45,200000,1686,3,2,25,1,0,9,8,2001
072-390-24,230000,2175,4,2.5,22,1,0,9,12,2001
075-050-06,189500,1690,4,2,40,1,0,9,20,2001
075-230-25,305000,2798,4,2,62,1,1,9,20,2001
077-102-08,160500,1231,3,2,41,1,0,9,4,2001
078-090-25,236800,2437,4,3,14,1,0,9,27,2001
078-360-24,180000,1578,3,2,14,1,0,9,1,2001
079-203-06,164950,1716,4,2,29,1,1,9,19,2001
079-326-14,145000,1569,3,2,46,1,0,9,8,2001
079-420-45,136000,1227,3,2,30,1,0,9,12,2001
080-150-51,179900,1667,3,2,18,1,1,9,22,2001
081-241-08,155000,1346,3,2,43,1,0,9,29,2001
081-402-05,155000,1419,3,1,47,1,0,9,25,2001
081-403-07,125000,1104,3,1,48,1,0,9,18,2001
081-421-09,155000,1408,3,2,41,1,0,9,14,2001
082-020-02,162000,1536,3,2,20,1,1,9,3,2001
082-060-25,175000,1592,3,2,25,1,0,9,28,2001
082-200-13,186500,1689,3,2,25,1,1,9,24,2001
085-210-29,350000,2209,3,2.5,13,1,0,9,10,2001
087-060-42,385000,2451,4,2,36,1,0,9,27,2001
087-080-03,120000,830,2,1,48,1,0,9,17,2001
088-090-03,174850,1434,3,2,22,1,0,9,16,2001
088-120-22,162000,1352,3,2,22,1,0,9,26,2001
088-390-15,220000,2058,4,3,6,2,0,9,17,2001
090-080-32,144950,1154,3,2,22,1,1,9,18,2001
091-380-17,270000,2212,4,2.5,19,1,0,9,20,2001
092-240-38,167000,1310,3,2,8,1,0,9,24,2001
092-270-33,187000,1350,3,2,3,1,0,9,18,2001
096-060-39,169900,1401,3,2.5,16,1,0,9,18,2001
096-120-38,240000,2041,4,2.5,11,2,0,9,10,2001
096-180-17,169750,1274,3,2,11,1,1,9,1,2001
097-283-23,143950,1258,3,1,50,1,0,9,30,2001
100-050-40,282000,2046,4,2,27,1,0,9,26,2001
102-150-36,170000,1573,3,2,39,1,0,9,5,2001
102-170-28,225000,2190,4,2.5,44,1,1,9,26,2001
102-290-05,146000,1183,3,2,42,1,1,9,21,2001
108-180-12,200000,2127,4,2.5,22,2,1,9,21,2001
109-050-11,413600,4027,4,4,41,1,1,9,28,2001
109-281-20,274950,1502,3,2,36,1,0,9,8,2001
109-320-12,135000,1143,3,1,47,1,1,9,27,2001
111-333-18,139000,1254,3,1,52,1,0,9,10,2001
113-044-11,172500,1619,3,2,52,1,0,9,24,2001
113-051-13,120000,1236,3,1,54,1,1,9,26,2001
113-211-01,159000,1126,2,1,62,1,0,9,15,2001
115-072-08,295000,2307,4,3,73,2,0,9,3,2001
115-320-05,99500,1100,3,1,54,1,0,9,6,2001
116-310-23,490000,2650,4,3,9,2,0,9,4,2001
116-430-08,225000,1400,3,2,1,2,0,9,7,2001
116-440-50,240000,1926,4,2.5,2,2,0,9,28,2001
117-140-04,118900,850,2,1,60,1,0,9,24,2001
117-183-20,120000,1230,2,1,73,1,0,9,5,2001
118-050-74,313000,2493,5,3,22,2,0,9,15,2001
118-290-21,347000,1553,3,2,5,1,0,9,12,2001
118-300-12,290000,1553,3,2,5,1,0,9,6,2001
118-310-11,193000,1186,3,2,9,1,1,9,28,2001
118-310-60,208000,1351,3,2,9,1,0,9,8,2001
119-150-05,107000,1152,3,1,68,1,1,9,20,2001
119-170-09,117500,726,2,1,65,1,0,9,4,2001
123-456-01,230000,1926,4,2.5,0,1,0,9,27,2001
125-090-03,165000,1288,2,1,75,1,0,9,29,2001
125-130-21,111000,1004,2,1,77,1,1,9,20,2001
133-412-27,120000,1060,2,1,67,1,0,9,8,2001
135-160-35,147000,1449,3,1,83,1,0,9,19,2001
135-190-44,154900,1464,2,2,80,1,1,9,10,2001
135-270-03,115000,954,2,1,75,1,1,9,24,2001
135-370-46,175000,1922,4,2,79,2,1,9,13,2001
141-082-06,99500,704,3,1,81,1,0,9,10,2001
141-142-16,156000,1889,3,2,60,1,1,9,24,2001
141-213-08,144000,1842,3,2,45,1,1,9,1,2001
141-270-40,74000,840,2,1,80,1,0,9,28,2001
143-170-36,135000,946,3,1,40,1,0,9,6,2001
143-360-19,78900,2001,4,1.5,68,2,1,9,26,2001
151-000-00,110000,1800,3,2,65,1,1,9,25,2001
157-193-33,115000,1316,3,2.5,31,1,0,9,1,2001
159-035-04,102000,952,2,1,62,1,0,9,24,2001
161-230-17,253950,2332,4,3,11,2,0,9,1,2001
161-401-17,235000,1950,4,3,3,2,0,9,20,2001
161-402-06,225000,1592,3,3,10,2,0,9,11,2001
161-450-00,209000,1468,4,2,5,1,0,9,24,2001
161-520-33,220000,1836,3,2,6,1,0,9,4,2001
161-600-21,193000,1388,3,2,3,1,0,9,24,2001
161-630-08,225000,1781,4,3,2,2,0,9,12,2001
161-730-15,209000,1600,4,2,0,1,1,9,7,2001
163-190-41,89950,882,2,1,14,1,0,9,17,2001
163-470-10,204000,1665,4,3,10,2,0,9,4,2001
163-491-10,179900,1229,3,2,10,1,0,9,26,2001
163-493-23,170000,1200,3,2,10,1,0,9,4,2001
163-550-18,178000,1243,3,2,8,1,0,9,7,2001
163-690-41,169950,1320,4,2,6,1,0,9,17,2001
166-050-09,245000,2350,4,3,0,1,0,9,14,2001
167-035-11,129000,1624,3,1,89,2,0,9,21,2001
168-030-03,246100,2407,4,2.5,1,2,0,9,13,2001
169-154-30,74000,1072,3,1,53,1,0,9,12,2001
169-223-04,93000,996,2,1,52,1,0,9,19,2001
173-250-12,116575,868,2,2,55,1,0,9,19,2001
179-350-35,159000,1000,3,1.5,6,1,0,9,15,2001
169-166-12,68000,886,2,1,54,1,0,9,11,2001
