APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
125-090-36,205000,2619,3,2.5,58,2,0,1,26,2000
125-130-37,90000,1184,2,1,51,1,0,1,17,2000
133-412-01,86000,795,2,1,82,1,0,1,15,2000
135-160-28,87500,1345,2,2,79,1,1,1,5,2000
135-210-22,150000,2050,4,2,78,2,0,1,24,2000
135-290-18,118500,1254,2,1,75,1,0,1,14,2000
135-364-09,80000,1200,2,1,78,1,0,1,25,2000
139-191-07,80000,2168,4,1.5,97,2,0,1,14,2000
139-192-06,75000,1158,3,2,90,2,1,1,24,2000
143-090-17,87000,1000,3,2,51,1,0,1,7,2000
157-261-12,93950,1840,3,2,26,1,0,1,20,2000
157-273-23,50400,1100,3,1,45,1,0,1,14,2000
161-410-55,145000,1372,3,2,6,1,0,1,26,2000
163-550-31,130103,1556,3,2,7,1,1,1,27,2000
163-620-26,115000,1234,4,2,7,1,0,1,10,2000
163-700-39,131500,1320,4,2,4,1,0,1,18,2000
068-030-53,193950,1885,4,2,7,1,0,10,5,2000
068-120-26,186500,1650,3,2.5,0,2,0,10,20,2000
068-180-08,195000,1900,4,2,1,1,0,10,3,2000
068-200-28,181000,1420,3,2,4,1,0,10,13,2000
068-230-23,165500,1300,3,2.5,1,2,0,10,1,2000
070-120-09,475000,3624,4,3.5,23,2,0,10,30,2000
070-210-09,177000,1564,3,2,8,1,0,10,24,2000
070-240-63,220000,2010,4,2,3,1,0,10,12,2000
071-383-07,207500,1888,3,2,9,1,0,10,26,2000
072-140-10,166000,1674,3,2,22,1,1,10,25,2000
072-150-19,150000,1984,4,3,22,1,0,10,5,2000
072-190-13,171000,1644,3,2,20,1,0,10,7,2000
072-230-62,170700,1722,3,2,16,1,0,10,19,2000
072-310-16,145000,1673,3,2,23,1,0,10,2,2000
072-380-02,165000,1832,4,2,21,1,1,10,11,2000
075-113-07,169000,1759,3,2,47,1,0,10,2,2000
075-240-07,163500,1732,4,2.5,28,1,0,10,24,2000
075-323-16,176000,1964,5,2.5,28,1,0,10,1,2000
075-410-17,154000,1679,3,2,13,1,1,10,12,2000
077-111-16,167500,1610,3,2.5,40,1,0,10,17,2000
078-060-35,140000,1503,3,2,11,1,0,10,12,2000
078-080-05,179900,1808,3,2,11,1,0,10,22,2000
078-090-43,199950,2188,4,2.5,13,2,0,10,16,2000
078-420-29,225000,2727,5,3,13,2,0,10,26,2000
079-130-32,125000,1188,3,2,33,1,0,10,10,2000
079-151-06,123500,1701,4,2,33,1,0,10,14,2000
079-151-09,105500,1175,3,2,34,1,0,10,8,2000
079-330-40,124000,1400,4,2,43,1,1,10,17,2000
080-080-36,141200,1674,3,2,20,1,0,10,1,2000
080-370-03,165000,1750,3,2.5,12,2,0,10,4,2000
080-430-54,174000,1535,3,2,10,1,0,10,15,2000
081-060-06,127500,1476,3,2,32,1,1,10,20,2000
081-070-35,110000,1200,3,2,31,1,0,10,11,2000
081-131-09,135000,1158,3,1.5,41,1,0,10,10,2000
081-226-06,120000,1104,3,2,37,1,1,10,11,2000
081-412-20,139500,1104,3,1,48,1,0,10,22,2000
081-440-04,107000,1088,3,1,28,1,0,10,17,2000
082-120-36,178500,1700,4,3,26,1,0,10,23,2000
082-160-27,189500,1986,3,3,26,2,0,10,1,2000
082-260-24,145000,1687,3,2,26,1,1,10,10,2000
085-250-40,239950,1838,3,2.5,26,1,0,10,31,2000
086-044-11,90000,978,3,1,39,1,0,10,12,2000
086-480-27,241000,1857,3,2,27,1,0,10,2,2000
088-053-51,122950,1333,3,2,20,1,0,10,27,2000
088-120-12,103000,1467,4,2,21,1,0,10,27,2000
088-130-17,104000,1346,3,2,21,1,0,10,23,2000
088-290-22,95000,1247,2,2,16,1,1,10,3,2000
088-360-31,164950,1563,3,2,10,1,0,10,16,2000
088-370-57,175000,1800,3,2.5,10,2,0,10,27,2000
088-400-30,152000,1319,3,2.5,6,2,0,10,16,2000
090-150-18,106500,1143,3,2,19,1,0,10,10,2000
090-150-20,110750,1143,3,2,19,1,0,10,28,2000
090-150-23,115000,960,3,2,19,1,1,10,20,2000
090-240-19,101950,1158,3,2,21,1,0,10,21,2000
090-260-21,132000,1467,3,2,21,1,0,10,26,2000
090-320-21,114000,1132,3,2,24,1,1,10,6,2000
090-390-15,157000,1685,3,2.5,12,2,0,10,16,2000
090-440-22,65000,941,2,2,16,1,0,10,20,2000
090-550-41,168000,1848,3,2,10,1,0,10,28,2000
091-420-11,210000,1823,3,2.5,15,1,0,10,30,2000
092-240-61,187000,1836,4,2,4,1,1,10,25,2000
092-270-38,148000,1280,3,2,2,1,0,10,5,2000
094-100-04,125000,1242,3,2,18,1,0,10,28,2000
094-100-23,135000,1338,4,2,18,1,0,10,7,2000
094-100-49,118000,983,3,2,17,1,1,10,12,2000
094-300-19,167500,1885,4,2.5,11,2,0,10,18,2000
094-310-46,154000,1563,4,2,11,2,0,10,21,2000
094-350-24,181000,1957,4,3,10,2,1,10,10,2000
096-070-44,135000,1383,3,2.5,13,2,0,10,8,2000
096-120-49,167000,1533,3,2,10,1,0,10,17,2000
096-170-19,136500,1359,3,2,6,1,1,10,30,2000
097-031-09,210000,1909,3,2,39,1,0,10,23,2000
097-205-09,122000,1298,3,2,48,1,0,10,17,2000
097-220-21,134587,1308,3,2,49,1,0,10,31,2000
097-230-12,229000,1669,3,2.5,36,1,0,10,11,2000
097-270-43,127000,1105,2,1,48,1,0,10,31,2000
097-350-19,157500,1296,3,2,49,1,0,10,3,2000
097-520-04,230000,2461,4,2.5,21,1,0,10,20,2000
098-020-19,330000,2552,5,3.5,22,1,0,10,24,2000
098-020-27,284000,2175,5,3,21,1,0,10,15,2000
098-020-39,197250,1722,3,2,23,1,0,10,2,2000
100-280-06,179950,1742,3,2,29,1,0,10,30,2000
102-181-22,138000,1086,3,1,44,1,1,10,6,2000
103-100-26,175000,1500,3,2,0,1,1,10,17,2000
104-050-16,132000,1530,4,2,16,1,0,10,16,2000
109-141-04,118000,962,3,1,47,1,0,10,27,2000
109-210-32,101500,1367,3,2,43,1,0,10,20,2000
109-283-01,160000,1556,3,3,33,2,0,10,19,2000
110-180-11,130000,1745,3,2.5,44,1,0,10,30,2000
110-310-06,182000,1607,3,2,13,1,0,10,15,2000
111-041-11,163950,1574,3,2,51,1,0,10,25,2000
111-041-12,124000,870,2,1,50,1,0,10,2,2000
111-060-21,186200,2193,4,2.5,46,2,0,10,14,2000
111-130-07,94500,1325,3,1,46,1,0,10,4,2000
111-170-34,102000,997,2,1,52,1,0,10,19,2000
111-270-38,124900,1032,3,1,49,1,0,10,23,2000
111-334-14,127000,1542,3,1,51,1,0,10,17,2000
111-363-10,124000,1028,2,1,54,1,0,10,29,2000
112-110-46,260000,2234,3,2,20,1,1,10,7,2000
112-190-11,279950,2010,3,2,23,1,0,10,18,2000
113-030-12,275000,2231,4,3,49,1,1,10,31,2000
113-052-06,159000,1393,2,2,54,1,0,10,10,2000
113-340-25,155000,1149,2,1,79,1,0,10,10,2000
113-370-35,110000,1135,2,1,81,1,1,10,1,2000
113-370-36,118000,1086,2,1,80,1,0,10,26,2000
115-072-03,230000,1797,3,1.5,67,2,0,10,10,2000
115-113-02,108500,858,2,1,50,1,0,10,10,2000
115-123-32,113000,852,2,1,52,1,0,10,20,2000
115-124-22,95000,967,2,1,53,1,1,10,3,2000
115-253-08,97500,818,2,1,53,1,1,10,29,2000
116-040-49,189000,1406,3,2,3,1,0,10,11,2000
116-060-37,290000,2004,4,2,6,1,0,10,9,2000
116-090-28,186000,1493,3,2.5,6,1,0,10,18,2000
116-390-07,209900,1673,4,2.5,2,2,0,10,9,2000
117-050-15,95000,1334,2,1,43,1,0,10,18,2000
118-070-58,300000,1705,3,2,4,1,0,10,26,2000
119-062-16,89240,1174,2,1,73,1,0,10,11,2000
119-150-49,65000,1274,2,1,69,1,0,10,21,2000
121-240-01,292000,2290,3,2,12,1,0,10,27,2000
123-063-02,147000,2162,3,2,43,1,0,10,17,2000
123-154-00,102750,1000,2,1,51,1,0,10,6,2000
123-154-21,110000,1229,3,1,60,1,1,10,31,2000
125-130-55,189950,1555,3,2,55,1,1,10,13,2000
125-150-58,142000,1219,3,1.5,58,1,1,10,28,2000
125-190-08,73000,792,1,1,76,1,0,10,28,2000
125-200-12,98000,864,2,1,62,1,0,10,26,2000
127-120-15,118000,1284,3,2,85,1,0,10,12,2000
127-120-22,165000,1800,3,2,88,2,0,10,8,2000
133-190-22,74000,875,2,1,60,1,0,10,10,2000
133-350-34,105000,1224,2,1,58,1,1,10,24,2000
135-142-05,135000,1240,2,1.5,46,1,0,10,30,2000
135-172-12,149500,1725,3,2,79,2,0,10,11,2000
135-180-47,105000,1342,3,2,79,1,0,10,16,2000
135-210-08,105000,1254,2,1,79,1,1,10,23,2000
135-244-04,117000,1531,3,1.5,76,1,0,10,31,2000
135-321-13,175000,1600,3,1.5,65,1,0,10,15,2000
135-430-25,113000,1276,3,2,51,1,0,10,24,2000
139-020-31,175000,2976,5,2.5,88,2,1,10,19,2000
141-040-03,99000,1167,2,1,80,1,1,10,10,2000
141-250-18,88350,880,2,1,58,1,0,10,8,2000
147-204-15,91000,946,2,1,68,1,0,10,3,2000
149-270-19,66000,952,2,1,37,1,0,10,21,2000
151-024-16,85000,1091,2,1,80,1,1,10,31,2000
153-114-18,60950,720,2,1,45,1,0,10,10,2000
157-082-27,89000,1026,3,1,70,1,0,10,5,2000
157-200-21,109000,1280,4,2,30,1,0,10,10,2000
157-223-01,81600,832,2,1,52,1,0,10,26,2000
157-321-23,103000,1032,3,1,56,1,0,10,17,2000
157-323-11,98000,981,3,1,38,1,1,10,17,2000
157-335-16,66000,740,2,1,62,1,0,10,30,2000
159-193-05,75000,810,2,1,51,1,0,10,20,2000
159-370-37,126000,1237,3,2,20,1,0,10,11,2000
161-220-12,225000,1734,3,2.5,10,2,0,10,28,2000
161-270-09,185000,1700,3,2,7,2,0,10,24,2000
161-280-20,212513,1857,3,3,6,1,1,10,23,2000
161-290-25,280000,2626,4,3,7,1,0,10,9,2000
161-310-05,191900,1672,3,2,10,1,0,10,3,2000
161-350-35,233000,1800,3,3,5,2,1,10,29,2000
161-380-16,209000,1752,3,2.5,4,2,0,10,20,2000
161-390-51,173500,1100,3,2,8,1,1,10,11,2000
161-470-69,240000,2040,4,3,4,2,0,10,23,2000
161-490-03,170000,1300,3,2,4,1,0,10,24,2000
161-530-09,199000,2015,4,2.5,0,2,1,10,28,2000
161-540-12,187000,1598,4,2,2,1,1,10,5,2000
161-570-71,193500,1500,3,2,2,1,0,10,12,2000
161-590-14,199000,1550,3,2,2,1,0,10,24,2000
161-590-18,205000,1636,3,2,2,1,0,10,27,2000
163-190-38,138000,1180,3,2,53,1,0,10,20,2000
163-420-04,123500,1120,3,2,7,1,0,10,13,2000
163-450-06,163500,1799,4,2.5,8,2,0,10,20,2000
163-480-20,131000,1040,3,2,9,1,0,10,11,2000
163-560-52,180000,1626,3,2,8,1,1,10,5,2000
163-650-13,137500,1234,3,2,5,1,0,10,19,2000
163-670-36,135000,1128,3,2,4,1,0,10,17,2000
163-720-59,129000,981,3,1,3,1,0,10,7,2000
165-093-01,78000,1186,3,1,47,1,1,10,19,2000
167-096-07,84950,880,2,1,59,1,0,10,6,2000
167-195-02,55000,1042,3,1,46,1,0,10,23,2000
171-340-38,129950,1305,3,2,7,1,0,10,3,2000
173-450-10,119000,1120,3,2,7,1,0,10,16,2000
173-450-23,116500,1228,3,2,3,1,0,10,30,2000
179-040-34,175000,1367,3,2,47,1,1,10,5,2000
181-130-27,199950,1366,3,2,34,1,0,10,10,2000
181-160-02,280000,1410,3,1,43,1,0,10,13,2000
185-030-01,249000,1500,3,2,5,1,0,10,17,2000
090-020-33,128750,1118,3,2,23,1,1,10,28,2000
125-300-08,100000,968,2,1,41,1,0,10,2,2000
133-320-03,134000,1264,3,2,54,1,1,10,16,2000
167-101-06,76900,943,2,1,18,1,1,10,17,2000
063-030-21,257000,2000,3,2,30,1,1,11,27,2000
068-040-12,182750,1428,3,2,7,1,1,11,14,2000
068-120-34,235000,2100,4,3,0,1,0,11,13,2000
068-200-12,185000,1420,3,2,4,1,0,11,8,2000
070-020-08,225000,1883,4,2.5,2,2,1,11,22,2000
070-030-28,245000,2707,4,3,9,2,0,11,7,2000
070-240-57,209550,1824,4,2,3,1,0,11,10,2000
071-320-06,250000,1863,3,2,14,1,0,11,13,2000
071-400-70,198000,1851,3,2,8,1,0,11,11,2000
072-140-27,170000,2281,4,2.5,22,2,0,11,14,2000
072-190-14,183000,1644,3,2,20,1,0,11,15,2000
072-350-38,155000,1664,4,2,26,1,0,11,8,2000
075-080-17,199900,2202,3,2,31,1,0,11,29,2000
075-100-48,190000,1740,3,2,44,1,0,11,13,2000
075-230-24,200000,2200,3,2,63,1,0,11,7,2000
075-280-14,139752,1357,3,2,26,1,1,11,27,2000
077-182-03,155000,1383,3,2,41,1,1,11,16,2000
077-221-03,170000,1694,3,2,43,1,0,11,20,2000
077-300-27,160000,1444,3,2,41,1,1,11,22,2000
077-320-03,190000,2314,3,2,41,1,1,11,29,2000
077-330-11,125500,1249,3,1,47,1,1,11,1,2000
078-080-26,185840,2161,5,2.5,11,2,0,11,2,2000
078-100-14,201950,2209,4,2.5,14,2,0,11,14,2000
078-280-02,169950,1661,3,2,18,1,1,11,16,2000
078-400-16,189950,1705,4,2,15,1,1,11,28,2000
079-051-23,106000,1300,3,1,40,1,0,11,7,2000
079-051-24,105000,1288,3,2,39,1,1,11,3,2000
079-202-09,156000,2106,4,3,29,2,0,11,1,2000
079-243-03,132000,1400,3,2,37,1,1,11,11,2000
080-090-11,164900,1552,3,2,20,1,0,11,28,2000
080-160-29,175000,1665,3,2.5,20,1,0,11,22,2000
080-330-31,167000,1365,3,2,17,1,0,11,14,2000
080-350-06,186000,1856,4,3,15,1,0,11,7,2000
080-420-21,196000,2283,5,3,10,2,0,11,10,2000
080-430-91,202000,2202,4,3,11,2,0,11,1,2000
081-050-46,109000,1499,3,2,34,1,1,11,4,2000
081-153-09,126000,1056,3,2,38,1,0,11,10,2000
081-360-12,138000,1720,4,2,37,1,0,11,27,2000
082-190-11,146950,1545,3,2,25,1,0,11,27,2000
082-250-10,142000,1569,3,2,24,1,1,11,7,2000
086-560-27,390000,2536,4,3,20,1,0,11,15,2000
087-090-28,115000,1129,2,1,47,1,0,11,22,2000
087-121-06,124000,1204,3,2,36,1,0,11,16,2000
088-051-15,133000,1190,3,2,13,1,0,11,30,2000
088-110-19,129950,1458,3,2,21,1,0,11,26,2000
088-260-22,130000,1222,3,2,17,1,1,11,13,2000
090-060-47,93000,1022,3,2,24,1,0,11,8,2000
090-070-44,130950,1720,4,3,22,1,0,11,8,2000
090-150-38,129950,1328,4,2,19,1,0,11,21,2000
090-160-31,127000,1336,4,2,20,1,1,11,10,2000
090-250-03,125000,1301,4,2,22,2,0,11,16,2000
090-530-43,135000,1069,2,2,10,1,1,11,3,2000
092-280-26,189000,1764,3,2.5,3,2,0,11,18,2000
094-110-23,144950,1395,3,2,18,1,1,11,2,2000
094-240-34,130000,1086,2,2,17,1,0,11,20,2000
096-100-02,145000,1533,3,2,10,1,0,11,2,2000
096-240-27,138000,1497,4,2,5,1,0,11,1,2000
096-260-48,157000,1690,5,2.5,4,2,0,11,12,2000
096-290-28,140790,1120,3,2,1,1,0,11,29,2000
097-052-21,159950,1453,3,2,38,1,0,11,27,2000
097-203-31,129500,1518,3,2,47,1,0,11,26,2000
097-402-01,205000,2224,3,2.5,44,1,0,11,13,2000
097-420-31,224950,1882,3,2.5,15,1,1,11,18,2000
097-450-20,134900,1900,3,2,49,2,0,11,10,2000
100-031-02,121000,1329,3,2,25,1,1,11,2,2000
104-050-25,115950,1334,4,2,17,1,0,11,10,2000
109-090-34,89000,1600,3,1.5,48,1,1,11,29,2000
109-201-12,118000,962,3,1,47,1,0,11,8,2000
109-350-29,119500,1326,3,1,49,1,1,11,21,2000
111-090-11,135000,1365,2,2,49,1,1,11,3,2000
111-322-40,99900,1110,3,1,49,1,1,11,5,2000
111-334-17,129950,1032,3,1.5,52,1,1,11,17,2000
111-340-15,120000,975,3,1.5,51,1,0,11,21,2000
112-070-54,202500,1810,3,2,17,1,0,11,22,2000
113-063-08,270000,2502,3,3,63,2,0,11,18,2000
113-204-07,124850,1219,2,1,90,1,1,11,28,2000
113-240-21,207000,1902,3,2,48,1,0,11,22,2000
113-310-06,184000,1358,2,1,61,1,0,11,6,2000
115-170-50,159950,1638,3,2,53,1,0,11,15,2000
115-200-32,118000,1014,3,1,50,1,0,11,22,2000
115-320-10,97000,1156,2,1,53,1,0,11,6,2000
115-320-26,78000,951,2,1,57,1,1,11,19,2000
116-080-19,220000,1549,3,2,9,1,1,11,2,2000
116-440-25,199000,1800,3,2,1,2,0,11,15,2000
117-120-21,85000,889,2,1,52,1,0,11,8,2000
117-170-28,94000,966,2,1,71,1,1,11,17,2000
117-370-20,155000,1537,4,2,5,1,0,11,7,2000
118-090-24,337500,1937,3,2.5,8,1,0,11,30,2000
118-190-13,500000,2949,4,3,3,2,1,11,8,2000
119-034-04,69000,1092,3,1,54,1,1,11,20,2000
121-200-07,181950,1654,3,2,25,1,1,11,28,2000
123-172-08,95000,1092,2,1,60,1,1,11,2,2000
123-211-28,126000,1323,3,1.5,54,1,0,11,2,2000
123-242-24,105000,1137,2,1,63,1,0,11,8,2000
125-260-06,107000,1085,3,1,83,1,0,11,20,2000
125-270-37,70000,981,2,1,82,1,0,11,2,2000
125-300-14,78950,1021,2,1,78,1,0,11,6,2000
125-370-20,72000,700,1,1,80,1,0,11,6,2000
127-214-22,90000,803,2,1,27,1,0,11,11,2000
133-180-32,107000,1268,3,1,50,1,0,11,10,2000
133-350-24,119000,978,2,1,59,1,0,11,28,2000
133-490-07,187500,1818,3,2,18,1,0,11,17,2000
135-070-20,115000,1554,3,2,61,2,0,11,21,2000
135-210-21,202000,1689,4,2,59,1,0,11,12,2000
135-300-30,132000,1296,2,1,75,1,0,11,14,2000
135-300-34,118500,1153,2,1,75,1,0,11,10,2000
135-350-03,177500,1473,3,1.5,49,1,0,11,2,2000
135-444-01,152000,1831,4,2,82,2,1,11,13,2000
137-211-15,55000,1079,2,1,91,1,0,11,27,2000
141-214-07,115000,1100,3,2,0,1,0,11,17,2000
147-203-10,73000,1157,3,1,37,1,1,11,17,2000
147-320-13,72000,1265,3,2,83,1,0,11,29,2000
151-260-21,60000,1070,3,1,99,1,1,11,3,2000
155-100-31,68000,780,2,1,75,1,1,11,22,2000
155-270-13,80000,1063,3,1,34,1,0,11,20,2000
155-400-09,92000,1388,3,2,34,1,0,11,8,2000
155-410-40,112000,1200,3,2,9,1,0,11,29,2000
157-321-29,140000,1751,3,2,17,1,1,11,20,2000
159-090-44,104000,1300,3,1,63,1,1,11,10,2000
159-370-12,107500,1148,3,2,21,1,0,11,28,2000
161-240-44,232500,1690,4,2.5,6,1,0,11,15,2000
161-280-03,180000,1556,3,2,10,1,1,11,7,2000
161-300-04,225000,2045,3,2,8,1,0,11,16,2000
161-310-51,243900,1840,3,2,10,1,0,11,13,2000
161-350-42,229000,1875,4,3,6,1,1,11,1,2000
161-401-20,260000,2540,4,3,3,2,0,11,20,2000
161-401-29,251000,2540,4,2.5,3,2,0,11,15,2000
161-470-17,192950,1568,4,2,6,1,1,11,3,2000
161-470-47,237975,1948,4,3,3,1,1,11,5,2000
161-470-72,225000,1785,4,2.5,6,2,0,11,27,2000
161-510-07,175000,1213,3,2,3,1,0,11,15,2000
161-520-52,219000,2091,3,2,4,1,1,11,21,2000
161-600-40,240000,1492,3,2.5,2,2,0,11,19,2000
163-590-48,148000,1120,2,2,7,1,1,11,2,2000
165-183-17,89000,1302,3,1,55,1,0,11,21,2000
167-034-04,70000,897,3,1,37,1,0,11,4,2000
169-080-44,85000,1100,3,2,36,1,0,11,19,2000
171-330-77,120950,1241,4,2,4,1,0,11,9,2000
171-380-07,126000,1084,3,2,6,1,0,11,6,2000
173-410-26,132000,1227,3,2,9,2,1,11,1,2000
173-450-38,126000,1170,3,2,7,1,1,11,26,2000
175-060-15,137500,1426,3,2,10,1,0,11,15,2000
090-320-77,103000,1158,3,2,23,1,1,11,20,2000
068-120-06,179990,1345,3,2,3,1,0,12,28,2000
070-170-11,269990,2317,3,2.5,8,2,0,12,18,2000
070-260-17,235000,2023,4,3,0,2,0,12,21,2000
071-320-04,245000,1922,4,2,13,1,1,12,5,2000
071-371-09,191000,1809,3,2,10,1,0,12,1,2000
071-381-09,200000,1561,3,2,7,1,0,12,5,2000
071-390-23,178000,1600,3,2,8,1,1,12,4,2000
071-400-74,215000,1832,3,2,5,1,0,12,20,2000
072-040-02,200000,2286,3,2.5,21,1,0,12,19,2000
072-220-49,165000,1440,3,2,24,1,1,12,28,2000
072-340-14,155000,1440,3,2,27,1,1,12,14,2000
072-420-08,324000,1556,3,1,67,1,0,12,6,2000
075-290-30,138000,1130,4,2,28,1,0,12,13,2000
077-210-03,155000,1839,3,2,44,1,0,12,11,2000
077-270-11,138000,1224,3,2,41,1,1,12,13,2000
078-040-10,164000,1503,3,2,12,1,0,12,12,2000
078-100-40,205000,2161,4,2.5,14,2,0,12,2,2000
079-063-10,135000,1893,4,2,36,1,0,12,31,2000
079-181-33,139950,1462,3,2,32,1,0,12,27,2000
079-264-17,138500,1413,3,2,35,1,0,12,16,2000
079-274-01,140000,1198,3,2,30,1,0,12,12,2000
080-330-40,159900,1445,3,2,15,1,1,12,1,2000
080-430-56,189000,1627,3,2.5,10,1,0,12,14,2000
081-226-10,111000,1104,3,2,37,1,1,12,20,2000
081-373-19,150500,2000,3,2,46,1,1,12,14,2000
081-375-05,62000,768,2,1,53,1,1,12,15,2000
082-350-58,199900,3264,4,3,22,2,1,12,22,2000
086-045-04,144000,1695,3,1.5,42,1,0,12,22,2000
086-053-22,147000,1292,3,2,36,1,0,12,15,2000
087-060-36,300000,2570,4,2,13,2,0,12,10,2000
088-053-17,130000,1362,3,2,20,1,0,12,12,2000
088-060-20,120000,1417,3,2,22,1,0,12,14,2000
088-080-39,127500,1164,3,2,20,1,0,12,18,2000
088-080-44,126900,1458,3,2,20,1,1,12,5,2000
088-100-06,135950,1434,3,2,21,1,0,12,28,2000
088-120-04,114000,1362,3,2,21,1,0,12,4,2000
088-213-11,120000,2375,4,2.5,27,2,0,12,22,2000
088-220-39,125500,1352,3,2,21,1,0,12,4,2000
088-290-04,117900,1198,3,2,16,1,0,12,26,2000
090-020-59,135000,1482,4,2,23,1,0,12,19,2000
090-030-25,124000,1113,3,2,22,1,0,12,27,2000
090-520-48,145000,1000,3,2,16,1,0,12,1,2000
091-200-19,150500,1670,3,2,66,1,0,12,3,2000
091-250-36,158000,1145,3,2,21,1,1,12,28,2000
094-300-45,187500,1885,4,2.5,11,1,1,12,21,2000
096-100-08,185000,1915,4,2.5,10,2,0,12,20,2000
096-110-30,179500,2041,4,2.5,11,2,0,12,19,2000
097-031-20,227500,1836,3,2.5,39,1,1,12,12,2000
097-032-24,153000,1390,3,2,40,1,1,12,27,2000
097-093-10,187500,1520,3,2,45,1,1,12,28,2000
097-210-14,132500,1296,2,2,48,1,0,12,8,2000
097-270-45,133500,1129,3,1,47,1,1,12,8,2000
100-080-12,199000,2001,4,3,24,2,0,12,24,2000
100-210-04,255000,2457,4,2.5,31,1,0,12,5,2000
100-260-15,203000,1660,4,2,34,1,0,12,1,2000
104-390-31,118995,1176,3,2,12,1,0,12,20,2000
108-120-39,112000,876,2,1,52,1,0,12,27,2000
108-180-03,235000,2506,4,3,19,1,0,12,18,2000
109-090-22,105000,1806,2,2,50,1,1,12,1,2000
109-231-21,86500,858,2,1,49,1,0,12,12,2000
110-140-14,160500,1511,3,2,17,1,0,12,15,2000
111-030-44,95000,870,3,1,50,1,1,12,20,2000
111-290-23,109000,1165,4,2,45,1,0,12,15,2000
112-030-62,173000,1700,3,2,20,1,0,12,21,2000
112-190-10,258000,1646,2,2,23,3,0,12,18,2000
113-070-15,172000,1769,3,2.5,41,1,1,12,18,2000
113-211-04,171000,1622,3,1.5,68,1,1,12,11,2000
113-310-19,210000,1686,2,1.5,62,1,0,12,5,2000
113-330-07,176000,1661,3,2,32,1,1,12,21,2000
113-361-18,160000,1188,2,1,78,1,0,12,6,2000
115-115-02,89000,925,2,1,46,1,0,12,18,2000
115-210-24,114000,1014,3,1,50,1,1,12,21,2000
116-050-08,230000,1633,3,2,8,1,0,12,29,2000
116-050-33,221000,1633,3,2,8,1,0,12,11,2000
116-390-22,201900,1467,3,3,5,2,0,12,8,2000
116-470-47,250000,2311,4,3,1,1,0,12,14,2000
118-070-03,300000,1705,3,2,5,1,0,12,18,2000
118-310-12,230000,1604,3,2.5,8,2,0,12,31,2000
118-310-54,183000,1351,3,2,8,1,1,12,23,2000
123-062-13,130000,1426,4,2,52,1,0,12,14,2000
123-100-44,385000,2175,4,2.5,17,1,0,12,7,2000
123-184-08,195500,1813,4,2,61,2,1,12,19,2000
123-242-30,94500,1094,1,1,62,1,0,12,12,2000
125-130-08,94000,700,2,1,53,1,0,12,28,2000
125-130-20,96500,833,2,1,65,1,0,12,1,2000
125-260-20,65000,981,3,1,95,1,1,12,28,2000
125-280-02,126950,1048,3,1,59,1,0,12,12,2000
133-350-47,95000,1174,2,1,80,1,0,12,18,2000
135-060-42,105000,1130,3,2,53,1,0,12,3,2000
135-180-42,135000,1456,3,1,70,2,1,12,12,2000
135-221-01,204000,1942,3,2,45,1,0,12,23,2000
143-130-20,107000,1064,3,2,0,1,0,12,15,2000
143-130-21,105000,1064,3,2,0,1,0,12,15,2000
145-210-12,51500,1010,2,1,95,1,0,12,13,2000
147-140-20,52900,977,2,1,85,1,1,12,7,2000
153-160-07,85000,1023,3,1,76,1,0,12,22,2000
153-206-03,57000,765,2,1,82,1,0,12,1,2000
153-210-08,93500,1338,3,1.5,47,1,0,12,12,2000
155-452-04,118000,1137,3,1.5,70,1,0,12,18,2000
157-110-23,130700,1439,3,2,14,1,1,12,1,2000
157-253-10,89950,1093,2,1,41,1,0,12,8,2000
159-390-13,165000,1512,4,2,7,1,1,12,24,2000
161-250-14,215000,1690,4,2.5,6,3,0,12,14,2000
161-290-42,185000,1400,4,2,3,1,0,12,15,2000
161-300-40,310000,2291,4,3,6,1,0,12,14,2000
161-480-37,184000,1213,3,2,2,1,0,12,10,2000
163-080-38,110000,1274,3,2,33,1,0,12,18,2000
163-492-18,156000,1041,3,2,9,1,0,12,20,2000
163-504-01,135000,1314,3,2,8,1,0,12,6,2000
163-510-47,153400,1466,3,2,9,1,0,12,27,2000
163-550-36,180000,1556,3,2.5,7,2,0,12,6,2000
163-590-17,190000,1861,4,2.5,6,2,0,12,28,2000
163-590-24,209950,2033,5,3,4,2,0,12,17,2000
167-170-21,78500,837,4,2,88,1,0,12,12,2000
171-161-37,60000,1040,3,1,40,1,1,12,18,2000
171-330-39,120000,1017,3,2,9,1,0,12,14,2000
173-350-37,125000,1379,3,2,13,1,0,12,14,2000
177-180-32,76500,1104,3,1,27,1,0,12,18,2000
177-300-06,107000,1090,3,2,0,1,1,12,30,2000
177-300-26,107000,1090,3,2,0,1,0,12,30,2000
179-350-58,155000,1440,3,2,6,1,0,12,16,2000
088-242-13,130000,1521,3,2,30,1,0,12,4,2000
165-073-17,131000,1324,3,1.5,47,1,1,12,20,2000
070-020-19,227000,2707,4,3,9,1,1,2,2,2000
071-374-15,177500,1864,3,2.5,6,2,0,2,9,2000
071-400-01,161000,1966,3,2,6,1,1,2,10,2000
072-030-34,147500,2030,4,2.5,21,2,0,2,22,2000
072-060-04,125750,1866,4,2,22,1,1,2,23,2000
072-140-22,170000,2030,4,2.5,22,2,1,2,25,2000
